¿ù,ÀÏ, 1h , 2h , 3h , 4h , 5h , 6h , 7h , 8h , 9h , 10h , 11h , 12h , 13h , 14h , 15h , 16h , 17h , 18h , 19h , 20h , 21h , 22h , 23h , 24h 
12,20,0,0,0,0,0,0,0,0,1.92,70.8,159.36,310.68,174.96,224.88,177.84,232.32,64.08,2.04,0,0,0,0,0,0
12,21,0,0,0,0,0,0,0,0,57.24,318.24,606.48,883.32,1058.88,882.12,542.88,274.2,81.48,3.96,0,0,0,0,0,0
12,22,0,0,0,0,0,0,0,0.72,46.8,121.08,253.8,559.8,589.44,522.84,380.28,180.48,57,0,0,0,0,0,0,0
12,23,0,0,0,0,0,0,0,0,27.48,126.48,156.24,489.48,440.28,245.52,226.32,150,41.28,1.8,0,0,0,0,0,0
12,24,0,0,0,0,0,0,0,1.44,73.56,361.2,750.12,704.16,1122.84,1115.64,648.48,421.68,57.12,5.4,0,0,0,0,0,0
12,25,0,0,0,0,0,0,0,0.6,59.88,312.48,432.48,265.8,609.36,183.24,136.2,74.64,23.28,0,0,0,0,0,0,0
12,26,0,0,0,0,0,0,0,0,15.24,52.56,118.32,168.24,210.96,273.36,157.92,106.08,28.56,0,0,0,0,0,0,0
12,27,0,0,0,0,0,0,0,0,35.4,89.4,183.96,309.72,633.48,418.32,295.32,209.76,49.44,6.6,0,0,0,0,0,0
12,28,0,0,0,0,0,0,0,0.24,69.48,260.28,409.44,267.48,481.32,532.92,397.08,136.92,60.96,4.56,0,0,0,0,0,0
12,29,0,0,0,0,0,0,0,0,3.24,40.68,287.64,609.84,1208.76,1228.2,708.96,266.64,75.36,3.96,0,0,0,0,0,0
12,30,0,0,0,0,0,0,0,0,66,242.52,287.52,423.72,209.4,405.12,391.92,184.44,90.84,4.44,0,0,0,0,0,0
12,31,0,0,0,0,0,0,0,0.24,61.56,274.44,618.84,822.36,944.52,899.52,561.6,384.72,81.84,7.32,0,0,0,0,0,0
